id,adaptability,good_for_novice_owners,sensitivity_level,tolerates_being_alone,tolerates_cold_weather,tolerates_hot_weather,all_around_friendliness,affectionate_with_family,incredibly_kifriendly_dogs,dog_friendly,friendly_towarstrangers,health_grooming,amount_of_shedding,drooling_potential,easy_to_groom,general_health,potential_for_weight_gain,size,trainability,easy_to_train,intelligence,potential_for_mouthiness,prey_drive,tendency_to_bark_or_howl,wanderlust_potential,exercise_needs,energy_level,intensity,potential_for_playfulness,breed_group,height,weight,lifspan,adapts_well_to_apartment_living
1502,3,4,3.0,2,4,5,3,4,3,3,2,3,3,1,3,5,3,5,3,2,4,3,5.0,5,5,,3,4.0,4,Hound Dogs,"Up to 1 foot, 2 inches tall at the shoulder",8 to 14 pounds,12 to 14 years,Flexible
1503,3,2,4.0,2,4,3,5,5,4,3,5,4,3,1,1,4,3,4,5,5,3,3,3.0,3,3,5.0,5,5.0,5,Herding Dogs,"1 foot, 3 inches to 1 foot, 6 inches tall at the shoulder",40 to 55 pounds,12 to 15 years,Resistant
1504,3,1,5.0,2,5,4,4,5,3,3,3,3,3,4,5,4,2,5,4,2,4,4,4.0,4,5,4.0,5,4.0,5,Working Dogs,5 to 10 inches,45 to 65 Pounds,10 to 12 years,Flexible
1505,4,2,4.0,1,3,4,4,5,5,2,4,4,2,1,5,4,3,3,4,4,4,4,4.0,1,2,5.0,5,5.0,5,Sporting Dogs,"1 foot, 3 inches to 1 foot, 9 inches tall at the shoulder",120 to 180 pounds,12 to 16 years,Resistant
1506,3,5,3.0,3,3,2,4,5,2,1,1,2,4,1,1,4,5,3,2,2,3,3,4.0,2,2,3.0,3,3.0,3,Mixed Breed Dogs,"1 foot, 4 inches to 1 foot, 5 inches tall at the shoulder",110 to 200 pounds,11 to 13 Years,Versatile
1507,2,2,4.0,2,4,2,4,5,5,2,2,3,3,4,3,2,4,4,4,2,4,3,3.0,4,3,4.0,4,4.0,4,Working Dogs,12 to 16 inches,9 to 20 pounds ,8 to 12 years,Hesitant
1508,3,4,4.0,1,4,3,4,5,5,4,3,3,4,4,4,4,2,2,4,3,4,2,5.0,1,3,4.0,4,4.0,4,Mixed Breed Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",20 to 50 pounds,8 to 10 years,Hesitant
1509,3,4,4.0,1,4,4,4,5,4,4,3,2,2,1,5,3,3,2,3,4,5,3,3.0,4,3,5.0,5,5.0,5,Mixed Breed Dogs,9 to 12 inches,Starts at 20 pounds,12 to 15 years,Versatile
1510,3,3,3.0,3,4,1,3,4,3,1,2,3,3,1,1,2,3,2,3,4,4,2,5.0,3,4,3.0,2,3.0,3,Companion Dogs,"Up to 1 foot, 2 inches tall at the shoulder",8 to 14 pounds,13 to 18 years,Moderate
1511,2,2,4.0,1,5,4,5,5,5,4,2,4,5,1,2,3,5,4,4,5,5,5,5.0,5,3,5.0,5,5.0,4,Sporting Dogs,20 to 27 inches ,6 to 15 pounds,12 to 14 years,Resistant
1512,3,4,4.0,1,3,4,3,4,3,3,4,2,2,1,5,2,3,2,3,2,4,4,4.0,4,2,3.0,4,4.0,3,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 to 14 years,Versatile
1513,2,3,3.0,2,5,3,3,5,5,5,1,3,5,1,2,4,5,3,4,3,4,5,5.0,4,4,5.0,4,4.0,5,Hound Dogs,12 to 16 inches ,50 to 65 pounds,8 to 12 years,Flexible
1514,3,1,4.0,2,5,4,4,5,5,3,4,3,3,1,3,4,5,3,4,2,4,3,1.0,4,3,5.0,5,4.0,5,Sporting Dogs,20 to 24 inches,115 to 180 pounds,10 to 14 years,Resistant
1515,3,3,4.0,2,4,4,3,4,5,2,4,3,2,1,5,4,3,1,4,4,3,4,3.0,5,4,5.0,5,4.0,5,Terrier Dogs,16 to 25 inches ,9 to 15 pounds,12 to 15 years,Versatile
1516,3,3,3.0,2,3,4,3,4,5,2,2,2,2,1,2,4,3,3,4,1,3,4,4.0,4,5,5.0,4,3.0,5,Sporting Dogs,22 to 30 inches.,15 to 35 pounds ,7 to 10 years,Flexible
1517,3,3,4.0,1,2,2,4,5,4,3,4,3,2,1,5,3,4,3,3,3,4,4,1.0,2,2,4.0,5,4.0,4,Mixed Breed Dogs,20 to 25 inches,Starts at 20 pounds,13 to 18 years,Resistant
1518,3,1,3.0,3,5,3,5,5,5,5,5,3,5,3,3,3,5,4,4,3,4,5,5.0,4,4,4.0,4,3.0,4,Sporting Dogs,16 to 25 inches,70 to 115 pounds,12 - 15 years,Resistant
1519,3,3,4.0,2,3,4,4,5,4,5,4,3,4,1,5,4,4,4,5,5,5,4,3.0,3,5,5.0,4,5.0,5,Mixed Breed Dogs,12 to 13 inches ,13 to 18 pounds,10 to 15 years,Resistant
1520,3,3,3.0,2,2,3,4,4,5,4,3,3,2,1,3,3,2,2,3,3,4,2,3.0,2,4,4.0,4,2.0,4,Working Dogs,"1 foot, 10 inches to 2 feet, 2 inches tall at the shoulder",30 to 60 pounds,8 to 15 years,Flexible
1521,2,3,5.0,1,2,4,5,5,5,5,4,3,4,3,3,4,2,3,3,1,4,3,1.0,4,3,5.0,4,4.0,5,Mixed Breed Dogs,10 to 17 inches,40 to 180 pounds,8 to 15 years,Flexible
1522,2,2,3.0,1,5,2,4,5,2,3,3,4,4,3,2,3,3,3,3,2,2,2,1.0,3,1,3.0,3,3.0,3,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,11 to 20 years,Moderate
1523,3,2,4.0,2,5,2,5,5,4,5,5,3,5,2,4,4,2,3,5,5,4,3,5.0,4,3,4.0,4,4.0,3,Mixed Breed Dogs,19 to 24 inches,30 to 60 pounds,10 to 18 years,Flexible
1524,3,5,3.0,3,4,3,5,5,5,3,3,3,1,1,4,3,4,2,3,4,4,2,3.0,4,3,4.0,3,3.0,4,Herding Dogs,"1 foot, 11 inches to 2 feet, 6 inches tall at the shoulder",13 to 16 pounds,12 to 17 years,Moderate
1525,2,4,3.0,4,5,3,3,4,4,1,2,3,3,4,1,5,3,5,4,3,3,4,5.0,4,1,2.0,2,2.0,4,Working Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",18 to 30 pounds,10 to 12 years,Flexible
1526,2,1,5.0,1,5,2,5,5,5,5,1,3,5,2,3,2,5,3,5,5,5,3,5.0,1,4,4.0,5,1.0,5,Working Dogs,19 to 24 inches,70 to 115 pounds,12 to 14 years,Hesitant
1527,3,2,3.0,2,3,2,3,5,4,3,3,4,5,1,1,3,3,3,3,3,4,3,2.0,3,2,2.0,3,3.0,4,Mixed Breed Dogs,7 to 11 inches,10 to 25 pounds,12 to 14 years,Moderate
1528,3,3,5.0,2,4,1,5,5,5,5,4,3,4,1,3,3,2,3,4,5,5,4,2.0,4,4,4.0,5,5.0,5,Sporting Dogs,20 to 27 inches ,13 to 17 pounds,11 to 13 years,Resistant
1529,2,2,3.0,2,4,1,4,5,5,5,2,4,5,5,1,3,2,5,2,3,4,5,5.0,4,3,2.0,4,4.0,4,Working Dogs,19 to 24 inches,85 to 160 pounds ,8 to 15 years,Resistant
1530,3,3,3.0,3,4,3,3,4,3,1,2,3,3,1,4,4,3,2,3,3,4,2,2.0,3,2,4.0,3,2.0,4,Mixed Breed Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",18 to 30 pounds,9 to 11 years ,Moderate
1531,3,3,2.0,3,2,4,4,5,3,2,2,2,2,1,1,4,3,2,4,3,4,3,3.0,2,3,4.0,4,3.0,4,Herding Dogs,"1 foot, 8 inches to 2 feet, 3 inches tall at the shoulder",9 to 15 pounds,12 to 16 years ,Versatile
1532,3,3,3.0,2,2,3,3,4,3,3,2,3,1,2,1,3,2,2,4,3,4,3,2.0,4,4,4.0,4,2.0,4,Mixed Breed Dogs,12 to 16 inches,18 to 30 pounds,10 to 15 years,Versatile
1533,4,2,5.0,3,2,3,5,4,2,3,3,3,1,2,4,4,3,2,5,3,5,3,4.0,3,5,5.0,5,4.0,5,Working Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",50 to 65 pounds,10 to 12 years,Resistant
1534,3,3,5.0,2,3,4,3,5,3,2,2,3,2,1,5,5,3,2,4,4,4,4,3.0,3,5,5.0,4,4.0,5,Mixed Breed Dogs,12 to 13 inches ,3 to 6 pounds,12 to 16 years,Versatile
1535,3,3,3.0,2,4,4,5,5,4,3,2,3,3,2,1,3,3,3,3,4,5,2,5.0,4,5,4.0,4,2.0,5,Sporting Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",70 to 115 pounds,10 to 12 years,Moderate
1536,3,4,3.0,1,3,2,3,5,4,2,3,2,2,1,1,2,3,1,3,4,3,3,2.0,2,2,4.0,5,3.0,3,Mixed Breed Dogs,16 to 25 inches ,45 to 80 pounds,12 to 14 years,Versatile
1537,2,2,4.0,1,5,3,4,5,4,4,4,4,4,3,5,4,3,5,5,4,4,3,3.0,4,3,5.0,4,4.0,5,Hound Dogs,20 to 27 inches ,115 to 180 pounds,13 to 15 years,Moderate
1538,4,2,5.0,2,4,5,5,5,5,5,5,3,1,2,3,3,1,3,3,5,5,5,5.0,3,3,5.0,5,3.0,5,Sporting Dogs,19 to 24 inches,30 to 60 pounds,10 to 14 years,Moderate
1539,3,2,3.0,1,3,2,3,4,4,3,3,3,2,1,2,4,2,1,3,2,4,3,2.0,4,4,5.0,4,3.0,4,Sporting Dogs,6 inches to 9 inches tall at the shoulder,45 to 100 pounds,10 to 14 years,Versatile
1540,3,2,4.0,2,1,3,4,4,5,5,2,3,3,1,3,3,3,2,3,2,3,3,4.0,2,2,4.0,3,2.0,4,Mixed Breed Dogs,"1 foot, 2 inches to 1 foot, 6 inches tall at the shoulder",13 to 18 pounds,11 to 15 years,Resistant
1541,4,2,4.0,2,4,2,3,4,3,3,3,3,2,1,5,5,3,2,4,3,4,3,5.0,2,4,4.0,4,3.0,3,Terrier Dogs,17 to 20 inches.,10 to 25 pounds,11 to 13 years,Versatile
1542,3,1,3.0,2,4,3,5,5,5,4,5,3,4,5,4,4,4,3,4,4,5,5,5.0,3,5,5.0,5,4.0,5,Herding Dogs,"1 foot, 3 inches to 1 foot, 7 inches tall at the shoulder",20 to 35 pounds,10 to 12 years,Resistant
1543,3,4,3.0,2,2,4,4,5,2,4,3,2,3,1,1,5,3,3,4,3,5,4,3.0,4,2,3.0,4,3.0,4,Mixed Breed Dogs,12 to 16 inches,110 to 200 pounds,10 to 18 years,Flexible
1544,3,4,3.0,3,4,2,4,5,4,3,2,4,1,1,5,3,2,2,3,2,4,3,2.0,2,1,3.0,3,4.0,3,Hybrid Dogs,13 to 17 inches,45 to 70 pounds,12 to 15 years,Versatile
1545,4,5,5.0,2,4,3,5,5,5,5,4,3,3,1,5,4,4,4,3,4,4,4,4.0,2,3,5.0,4,5.0,5,Hybrid Dogs,18 to 23.5 inches,9 to 13 pounds,12 to 15 years,Resistant
1546,4,5,5.0,1,3,2,4,5,4,3,4,2,2,1,4,2,3,2,3,4,4,3,3.0,2,2,3.0,3,3.0,4,Companion Dogs,"1 foot, 8 inches to 2 feet, 3 inches tall at the shoulder",35 to 55 pounds,12 to 15 years,Versatile
1547,3,2,4.0,1,2,4,4,5,4,4,4,3,2,1,5,4,4,4,3,2,4,3,3.0,3,3,5.0,5,4.0,5,Mixed Breed Dogs,16 to 25 inches ,Starts at 20 pounds,10 to 16 years,Moderate
1548,3,2,4.0,2,4,3,4,5,5,4,4,4,4,5,5,2,4,3,3,4,5,5,3.0,3,3,5.0,5,4.0,5,Working Dogs,"2 feet, 2 inches to 2 feet, 6 inches tall at the shoulder",Starts at 20 pounds,10 to 12 years,Hesitant
1549,3,4,4.0,2,4,2,4,5,4,3,3,3,1,1,3,4,5,2,3,4,4,1,4.0,2,4,4.0,4,4.0,4,Herding Dogs,19 to 25 inches,25 to 27 pounds,12 to 14 years ,Resistant
1550,2,1,4.0,2,4,4,4,5,5,1,5,4,5,1,3,2,4,4,5,5,5,5,3.0,2,3,5.0,5,5.0,5,Working Dogs,"2 feet, 2 inches to 2 feet, 6 inches tall at the shoulder",Starts at 20 pounds,10 to 14 years,Resistant
1551,4,4,3.0,3,4,2,3,4,3,3,2,3,3,1,4,3,2,2,4,3,4,2,5.0,4,4,4.0,3,2.0,4,Working Dogs,12 to 16 inches,18 to 30 pounds,14 to 16 years,Flexible
1552,3,3,2.0,2,1,3,3,3,3,2,2,3,2,1,4,4,5,2,4,3,3,4,3.0,4,5,3.0,4,4.0,4,Mixed Breed Dogs,"Up to 1 foot, 2 inches tall at the shoulder",48 to 55 pounds,11 to 13 years,Flexible
1553,3,2,4.0,1,4,2,5,5,5,5,3,4,4,1,3,4,3,4,3,5,4,3,3.0,2,3,4.0,4,4.0,5,Mixed Breed Dogs,"1 foot, 8 inches to 1 foot, 11 inches tall at the shoulder",Starts at 20 pounds,12 to 16 years,Hesitant
1554,2,1,4.0,2,5,3,5,5,5,4,5,3,5,3,1,2,4,5,2,5,3,5,3.0,4,3,4.0,5,2.0,5,Working Dogs,24 to 31 inches tall at the shoulder,70 to 115 pounds,10 to 12 years,Resistant
1555,4,5,4.0,3,4,4,4,5,4,3,3,2,1,1,3,2,4,3,4,5,4,4,3.0,3,4,5.0,4,2.0,4,Terrier Dogs,10 to 14 inches,40 to 80 pounds,12 to 14 years,Flexible
1556,3,5,3.0,1,3,3,4,4,4,4,3,2,2,1,2,4,4,1,3,4,4,3,3.0,3,2,2.0,4,4.0,4,Mixed Breed Dogs,20 to 25 inches,9 to 15 pounds,12 to 15 years,Versatile
1557,3,5,3.0,3,3,3,4,4,4,3,3,2,1,1,2,2,3,1,3,4,4,3,2.0,3,2,3.0,3,3.0,4,Companion Dogs,16 to 25 inches ,55 to 70 pounds,12 to 14 years,Versatile
1558,4,2,4.0,3,4,3,4,4,4,3,2,3,1,1,2,4,3,2,4,3,4,3,5.0,5,5,5.0,5,4.0,5,Hybrid Dogs,"2 feet to 2 feet, 4 inches tall at the shoulder",45 to 100 pounds,12 to 15 years,Versatile
1559,3,3,4.0,1,2,4,5,5,5,5,5,3,3,1,5,3,4,5,4,5,5,3,4.0,3,5,5.0,5,5.0,5,Working Dogs,15 to 30 inches,40 to 180 pounds,12 to 17 years,Resistant
1560,4,4,5.0,1,3,2,4,5,4,3,4,4,5,1,5,2,3,2,4,4,5,2,3.0,5,2,5.0,5,5.0,5,Companion Dogs,"1 foot, 3 inches to 1 foot, 9 inches tall at the shoulder",40 to 180 pounds,12 to 15 years,Versatile
1561,3,2,4.0,1,3,4,4,5,5,5,4,4,1,1,5,3,3,4,3,5,5,5,4.0,2,5,5.0,5,5.0,5,Mixed Breed Dogs,20 to 25 inches,9 to 15 pounds,7 to 9 years,Resistant
1562,2,3,3.0,2,4,4,5,5,5,4,5,3,4,3,3,3,2,4,4,5,5,5,5.0,3,3,5.0,5,5.0,5,Sporting Dogs,18 to 25 inches,15 to 17 pounds,10 to 13 years,Resistant
1563,3,4,3.0,1,3,2,3,3,3,3,2,3,2,1,4,3,4,3,3,4,3,3,3.0,3,2,3.0,3,2.0,3,Mixed Breed Dogs,7 to 12 inches,10 to 28 pounds,10 to 16 years,Versatile
1564,3,2,4.0,1,4,3,5,5,5,5,4,4,4,4,3,3,3,4,4,4,5,2,3.0,4,3,4.0,4,5.0,5,Sporting Dogs,19 to 24 inches,70 to 115 pounds,10 to 14 years,Hesitant
1565,3,4,3.0,2,3,2,3,5,4,2,2,3,1,1,4,3,3,1,3,3,4,4,5.0,4,2,3.0,4,1.0,4,Terrier Dogs,17 to 20 inches.,50 to 65 pounds,10 to 12 years,Versatile
1566,3,2,2.0,3,1,2,4,3,2,2,1,3,1,4,2,3,3,3,2,3,4,2,5.0,1,2,3.0,3,3.0,3,Working Dogs,12 to 16 inches,7 to 12 pounds,12 to 14 years,Versatile
1567,3,4,3.0,2,3,2,3,3,3,2,2,3,2,1,2,5,3,2,3,3,3,4,5.0,5,1,3.0,3,3.0,3,Mixed Breed Dogs,"Up to 1 foot, 2 inches tall at the shoulder",8 to 14 pounds,12 to 14 years,Versatile
1568,4,3,3.0,2,4,3,5,5,4,4,3,3,3,1,3,4,4,3,4,5,4,2,5.0,4,4,4.0,4,2.0,4,Sporting Dogs,19 to 24 inches,30 to 60 pounds,12 to 14 years,Moderate
1569,3,1,3.0,1,2,2,3,4,4,3,2,3,2,1,5,3,4,1,3,2,4,3,3.0,4,3,4.0,4,4.0,5,Mixed Breed Dogs,16 to 25 inches ,15 to 35 pounds ,12 to 15 years,Versatile
1570,3,2,3.0,3,3,3,4,5,4,3,1,2,4,2,3,3,3,1,3,5,4,3,3.0,3,3,5.0,5,4.0,5,Mixed Breed Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",40 to 55 pounds,10 to 14 years,Moderate
1571,3,2,4.0,1,3,2,5,5,5,4,4,3,3,1,3,3,3,2,4,5,5,2,3.0,3,5,,5,4.0,5,Mixed Breed Dogs,18 to 23.5 inches,40 to 180 pounds,12 to 14 Years,Hesitant
1572,4,3,4.0,2,2,2,4,5,4,4,3,4,3,2,4,3,4,4,3,4,4,2,3.0,2,2,4.0,3,4.0,5,Mixed Breed Dogs,8 to 18 inches ,30 to 80 pounds ,12 to 15 years,Moderate
1573,3,3,5.0,1,2,4,5,5,4,3,4,3,5,1,5,3,4,2,4,2,4,2,3.0,4,5,5.0,5,3.0,5,Mixed Breed Dogs,"1 foot, 9 inches to 2 feet, 1 inch tall at the shoulder",13 to 18 pounds,10 to 12 years ,Versatile
1574,2,2,4.0,1,3,3,4,5,4,3,4,3,1,1,5,3,2,2,4,5,5,3,5.0,4,3,5.0,5,4.0,5,Working Dogs,18 to 23.5 inches,9 to 15 pounds,10 to 12 years,Resistant
1575,4,3,5.0,2,4,3,3,4,3,3,3,3,5,1,5,5,3,3,4,3,3,2,2.0,4,3,3.0,4,5.0,3,Working Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",7 to 12 pounds,10 to 14 years,Flexible
1576,3,2,3.0,1,3,4,4,5,5,2,3,3,1,1,2,3,3,3,4,2,4,4,3.0,4,3,4.0,5,5.0,5,Herding Dogs,16 to 25 inches ,9 to 15 pounds,10 to 14 years ,Resistant
1577,4,3,4.0,3,3,4,3,4,4,3,4,3,1,1,5,5,3,1,3,2,4,4,4.0,4,2,4.0,4,4.0,5,Herding Dogs,16 to 25 inches ,9 to 15 pounds,12 to 17 years,Versatile
1578,4,4,4.0,2,2,3,5,5,4,5,4,3,1,2,3,4,4,2,3,4,3,2,3.0,2,5,4.0,4,4.0,4,Mixed Breed Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",13 to 17 pounds,12 to 15 years,Hesitant
1579,2,1,3.0,1,3,4,5,5,5,5,5,3,4,3,5,3,1,4,4,5,5,5,5.0,2,3,5.0,5,4.0,5,Hound Dogs,21 to 29 inches,9 to 15 pounds,12 to 15 years ,Resistant
1580,3,2,4.0,2,4,4,4,5,3,3,3,4,4,1,2,4,4,2,3,4,4,3,3.0,1,2,4.0,3,3.0,4,Companion Dogs,8 to 18 inches ,40 to 55 pounds,10 to 15 years,Hesitant
1581,3,2,4.0,2,3,4,4,5,5,3,4,3,4,2,5,4,4,4,3,4,4,2,3.0,4,4,4.0,4,5.0,5,Mixed Breed Dogs,10 to 17 inches,15 to 19 pounds,12 to 15 years,Flexible
1582,2,2,4.0,2,3,2,5,5,5,3,5,4,1,4,4,3,4,4,3,2,4,5,3.0,1,3,4.0,2,2.0,4,Mixed Breed Dogs,16 to 25 inches,50 to 60 pounds,10 to 13 years,Resistant
1583,3,1,4.0,2,2,2,3,4,3,2,2,3,2,1,5,3,2,1,4,3,3,4,5.0,4,4,4.0,4,3.0,4,Mixed Breed Dogs,22 to 30 inches.,15 to 35 pounds ,12 to 18 years. Tiny Bernedoodles tend to live longer than standard.,Versatile
1584,3,2,5.0,1,5,1,4,5,4,3,2,4,4,5,3,3,4,4,3,4,4,5,5.0,4,3,2.0,5,3.0,2,Working Dogs,16 to 25 inches,40 to 60 pounds,10 to 13 years,Resistant
1585,4,2,3.0,3,4,3,4,5,3,1,1,4,5,4,4,4,3,3,3,4,4,4,2.0,5,1,4.0,3,2.0,2,Working Dogs,10 to 14 inches,50 to 110 pounds,10 to 16 years,Hesitant
1586,2,1,4.0,3,2,3,4,4,3,2,5,2,1,1,5,4,3,4,3,2,5,2,3.0,1,5,5.0,3,4.0,3,Working Dogs,11 to 24 inches,40 to 180 pounds,12 to 14 years,Versatile
1587,3,2,4.0,3,3,4,4,5,1,2,4,3,4,1,4,4,3,2,4,2,4,2,4.0,5,3,5.0,3,4.0,5,Mixed Breed Dogs,16 to 25 inches ,Starts at 20 pounds,13 to 16 years,Resistant
1588,3,4,4.0,1,4,4,4,5,5,4,4,4,4,2,5,3,4,4,3,5,4,3,3.0,3,2,5.0,5,4.0,5,Mixed Breed Dogs,"1 foot, 8 inches to 1 foot, 11 inches tall at the shoulder",Starts at 20 pounds,12 to 15 years,Hesitant
1589,3,1,4.0,3,1,3,4,5,4,3,3,3,3,2,3,3,3,2,4,4,4,3,4.0,3,3,3.0,3,4.0,5,Working Dogs,10 to 14 inches,10 to 25 pounds,10 to 14 years,Flexible
1590,3,3,4.0,2,2,4,5,5,5,5,5,3,3,1,4,4,5,4,4,5,5,3,3.0,5,5,4.0,5,4.0,5,Hound Dogs,20 to 24 inches,Up to 35 pounds,10 to 15 years,Hesitant
1591,3,2,4.0,3,1,4,4,4,4,3,4,3,2,1,4,3,4,4,3,4,4,4,3.0,3,2,4.0,5,3.0,4,Mixed Breed Dogs,11 to 24 inches,50 to 90 pounds,12 to 15 years,Moderate
1592,2,1,4.0,2,4,3,5,5,5,4,4,4,4,2,3,3,3,4,5,4,5,5,5.0,3,3,4.0,5,5.0,5,Working Dogs,26 to 34 inches tall at the shoulder,35 to 80 pounds,10 to 12 years,Resistant
1593,2,3,4.0,3,4,2,4,5,5,2,2,3,3,2,2,3,3,4,2,4,3,3,3.0,1,4,5.0,4,3.0,5,Working Dogs,27 to 32 inches tall at the shoulder,Starts at 30 pounds,10 to 12 years,Moderate
1594,3,1,4.0,1,2,4,4,5,4,3,2,3,4,1,5,3,3,3,4,1,4,3,3.0,3,3,4.0,5,3.0,5,Mixed Breed Dogs,"1 foot, 7 inches to 2 feet tall at the shoulder",9 to 13 pounds,12 to 15 years,Flexible
1595,2,2,5.0,1,2,4,5,5,5,5,4,4,3,1,5,3,3,4,4,5,5,3,3.0,5,5,5.0,5,5.0,5,Terrier Dogs,20 to 25 inches,Starts at 20 pounds,10 to 15 years,Hesitant
1596,3,4,4.0,2,2,3,3,4,3,2,3,3,1,1,4,5,2,2,4,3,3,2,5.0,4,4,4.0,4,3.0,4,Mixed Breed Dogs,17 to 20 inches.,44 to 55 pounds. ,12 to 12 years,Flexible
1597,3,2,3.0,2,4,2,4,5,4,4,2,4,5,5,4,3,3,5,3,4,4,5,2.0,3,3,4.0,5,4.0,5,Companion Dogs,26 to 34 inches tall at the shoulder,75 to 120 pounds,12 to 15 years ,Moderate
1598,3,2,5.0,3,3,3,5,5,4,4,3,4,5,1,5,4,4,5,4,4,3,4,1.0,2,3,4.0,5,4.0,5,Mixed Breed Dogs,20 to 25 inches,4 to 16 pounds ,13 to 18 years,Flexible
1599,3,2,4.0,5,4,2,4,5,5,3,3,3,4,1,3,2,4,3,4,2,4,4,5.0,2,4,4.0,4,2.0,4,Hound Dogs,"1 foot, 4 inches to 1 foot, 5 inches tall at the shoulder",70 to 115 pounds,12 to 15 years,Resistant
1600,4,4,4.0,3,4,3,4,5,4,4,3,2,1,1,3,3,3,3,4,4,4,3,3.0,2,2,4.0,3,3.0,4,Herding Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",115 to 180 pounds,10 to 12 years.,Moderate
1601,2,4,5.0,3,4,4,4,5,3,4,2,3,5,1,5,4,3,3,4,2,4,3,5.0,5,3,5.0,5,5.0,3,Hound Dogs,21 to 25 inches at the shoulder,9 to 15 pounds,10 to 12 years,Hesitant
1602,4,4,4.0,2,2,2,3,5,3,3,3,3,3,1,2,5,2,2,3,4,3,2,4.0,2,5,4.0,4,3.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 to 16 years,Flexible
1603,3,5,4.0,2,3,3,5,5,5,4,4,3,4,2,4,1,4,5,3,3,5,1,3.0,3,3,4.0,4,4.0,4,Mixed Breed Dogs,"2 feet, 4 inches to 2 feet, 8 inches tall at the shoulder",Starts at 20 pounds,7 to 9 years,Moderate
1604,2,1,3.0,3,4,2,2,5,5,4,2,4,4,5,3,4,3,3,2,3,4,5,5.0,4,2,2.0,2,2.0,1,Working Dogs,16 to 25 inches,70 to 115 pounds,10 to 13 years,Moderate
1605,3,3,2.0,3,2,2,4,5,3,1,1,3,1,1,1,3,3,4,3,3,2,2,1.0,3,1,3.0,3,2.0,4,Companion Dogs,10 to 14 inches,50 to 110 pounds,10 to 14 years,Versatile
1606,2,3,3.0,2,5,3,4,5,2,4,2,3,2,2,1,4,4,3,3,4,3,1,4.0,3,3,4.0,4,3.0,4,Hybrid Dogs,19 to 24 inches,17 to 23 pounds,8 to 11 years,Resistant
1607,4,3,3.0,3,3,4,3,4,3,3,3,3,3,1,5,2,3,3,4,2,4,3,4.0,5,3,3.0,4,5.0,3,Sporting Dogs,"Up to 1 foot, 2 inches tall at the shoulder",10 to 20 pounds,12 to 15 years,Versatile
1608,2,4,4.0,2,4,3,5,5,5,4,5,3,4,4,3,4,4,4,4,3,5,2,4.0,1,3,4.0,4,3.0,4,Hound Dogs,24 to 31 inches tall at the shoulder,70 to 115 pounds,11 to 15 years,Resistant
1609,3,3,3.0,3,3,3,3,4,3,5,2,3,2,1,1,3,2,2,3,3,3,4,5.0,3,4,2.0,3,3.0,4,Terrier Dogs,12 to 16 inches,18 to 30 pounds,12 to 14 years,Moderate
1610,3,3,4.0,1,2,3,4,5,4,4,4,3,3,1,4,2,3,1,3,4,5,2,3.0,2,2,4.0,4,3.0,4,Mixed Breed Dogs,9 to 14 inches,50 to 90 pounds,12 to 15 years,Hesitant
1611,3,4,4.0,1,4,3,5,5,5,4,3,3,4,1,5,2,3,5,3,4,4,3,2.0,2,2,2.0,3,3.0,4,Companion Dogs,"2 feet, 1 inch to 2 feet, 7 inches tall at the shoulder",70 to 115 pounds,12 to 13 years,Hesitant
1612,3,3,3.0,2,4,2,5,4,5,5,5,3,3,3,3,4,3,4,2,2,4,2,4.0,4,4,4.0,4,4.0,4,Sporting Dogs,16 to 25 inches,7 to 12 pounds,10 to 12 years,Resistant
1613,3,2,4.0,1,2,2,4,5,3,4,4,3,4,1,4,2,3,4,3,4,5,3,4.0,4,2,4.0,4,4.0,4,Mixed Breed Dogs,"1 foot, 7 inches to 2 feet tall at the shoulder",40 to 180 pounds,12 to 15 years,Moderate
1614,3,3,3.0,3,4,3,3,4,3,2,3,3,1,1,5,4,3,2,5,3,4,3,5.0,4,5,5.0,4,2.0,4,Hound Dogs,22 inches to 26 inches tall at the shoulder,14 to 16 pounds,13 to 16 years,Flexible
1615,3,3,3.0,3,1,3,3,4,3,2,2,3,3,1,2,3,3,2,3,3,3,4,5.0,3,3,3.0,3,3.0,3,Companion Dogs,"Up to 1 foot, 2 inches tall at the shoulder",45 to 55 pounds,12 to 16 years,Flexible
1616,3,5,4.0,1,2,2,4,4,4,2,3,2,2,1,2,2,3,2,3,2,4,4,3.0,2,3,4.0,4,3.0,5,Companion Dogs,20 to 25 inches,9 to 15 pounds,10 to 13 years,Versatile
